Line in Master,Company,Industry,Code,Metrics,Reported,Quantitative,MonetaryLoss
11.0,Aflac Inc,INSURANCE,FN-IN-550a.3,Description of approach to managing capital- and liquidity-related risks associated with systemic non-insurance activities,0,0.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-240a.1,Ratio of weighted average rate of net price increases (for all products) to the annual increase in the U.S. Consumer Price Index,1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-240a.2,Description of how price information for each product is disclosed to customers or to their agents,1,0.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-250a.1,"Number of recalls issued, total units recalled",1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-250a.2,List of products listed in the FDA’s MedWatch Safety Alerts for Human Medical Products database,1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-250a.3,Number of fatalities related to products as reported in the FDA Manufacturer and User Facility Device Experiencedatabase,1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-250a.4,"Number of FDA enforcement actions taken in response to violations of current Good Manufacturing Practices (cGMP), by type",1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-270a.1,Total amount of monetary losses as a result of legal proceedings associated with bribery or corruption,1,1.0,1.0
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-270a.2,Description of code of ethics governing promotion of off-label use of products,1,0.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-410a.1,"Discussion of process to assess and manage environmental and human health considerations associated with chemicals in products, and meet demand for sustainable products",1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-410a.2,"Total amount of products accepted for take-back and reused, recycled, or donated, broken down by: (1) devices and equipment and (2) supplies",1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-430a.1,Percentage of (1) entity's facilities and (2) Tier I suppliers' facilities participating in third-party audit programs for manufacturing and product quality,1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-430a.2,Description of efforts to maintain traceability within the distribution chain,1,1.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-430a.3,Description of the management of risks associated with the use of critical materials,1,0.0,
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-510a.1,Total amount of monetary losses as a result of legal proceedings associated with false marketing claims,1,1.0,1.0
12.0,Agilent Technologies Inc,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-510a.2,Description of code of ethics governing interactions with health care professionals,1,0.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-510a.1,"Total amount of monetary losses as a result of legal proceedings associated with fraud, insider trading, anti-trust, anti-competitive behavior, market manipulation, malpractice, or other related financial industry laws or regulations",1,1.0,1.0
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-510a.2,Description of whistleblower policies and procedures,1,0.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-330a.1,"Percentage of gender and racial/ethnic group representation for (1) executive management, (2) non-executive management, (3) professionals, and (4) all other employees",1,1.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.1,"Amount of assets under management, by asset class, that employ (1) integration of environmental, social, and governance (ESG) issues, (2) sustainability themed investing, and (3) screening",1,1.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment and/or wealth management processes and strategies",1,0.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.3,Description of proxy voting and investee engagement policies and procedures,1,0.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.1,"(1) Number and (2) percentage of covered employees with a record of investment-related investigations, consumer-initiated complaints, private civil litigations, or other regulatory proceedings",1,1.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.2,Total amount of monetary losses as a result of legal proceedings associated with marketing and communication of financial product-related information to new and returning customers,1,1.0,1.0
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.3,Description of approach to informing customers about products and services,1,0.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-550a.2,Description of approach to incorporation of liquidity risk management programs into portfolio strategy and redemption risk management ,2,0.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-550a.3,Total exposure to securities financing transactions,1,1.0,
14.0,AGNC Investment Corp,ASSET MANAGEMENT & CUSTODY,FN-AC-550a.4,Net exposure to written credit derivatives ,2,1.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-450a.1,Probable Maximum Loss (PML) of insured products from weather-related natural catastrophes,1,1.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-450a.2,"Total amount of monetary losses attributable to insurance payouts from (1) modeled natural catastrophes and (2) non-modeled natural catastrophes, by type of event and geographic segment (net and gross of reinsurance)",1,1.0,1.0
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-450a.3,Description of approach to incorporation of environmental risks into (1) the underwriting process for individual contracts and (2) the management of firm-level risks and capital adequacy,1,0.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-410a.1,"Total invested assets, by industry and asset class",1,1.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment management processes and strategies",1,0.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-410b.1,Net premiums written related to energy efficiency and low carbon technology,1,1.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-410b.2,"Discussion of products and/or product features that incentivize health, safety, and/or environmentally responsible actions and/or behaviors",1,0.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-550a.1,"Exposure to derivative instruments by category: (1) total potential exposure to non-centrally cleared derivatives, (2) total fair value of acceptable collateral posted with the Central Clearinghouse, and (3) total potential exposure to centrally cleared derivatives",1,1.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-550a.2,Total fair value of securities lending collateral assets,1,1.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-550a.3,Description of approach to managing capital- and liquidity-related risks associated with systemic non-insurance activities,1,0.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-270a.1,Total amount of monetary losses as a result of legal proceedings associated with marketing and communication of insurance product-related information to new and returning customers,0,1.0,1.0
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-270a.2,Complaints-to-claims ratio,0,1.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-270a.3,Customer retention rate,0,1.0,
15.0,AIG - American International Group Inc,INSURANCE,FN-IN-270a.4,Description of approach to informing customers about products,1,0.0,
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-510a.1,"Total amount of monetary losses as a result of legal proceedings associated with fraud, insider trading, anti-trust, anti-competitive behavior, market manipulation, malpractice, or other related financial industry laws or regulations",0,1.0,1.0
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-510a.2,Description of whistleblower policies and procedures,1,0.0,
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-330a.1,"Percentage of gender and racial/ethnic group representation for (1) executive management, (2) non-executive management, (3) professionals, and (4) all other employees",1,1.0,
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.1,"Amount of assets under management, by asset class, that employ (1) integration of environmental, social, and governance (ESG) issues, (2) sustainability themed investing, and (3) screening",1,1.0,
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment and/or wealth management processes and strategies",1,0.0,
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.3,Description of proxy voting and investee engagement policies and procedures,0,0.0,
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.1,"(1) Number and (2) percentage of covered employees with a record of investment-related investigations, consumer-initiated complaints, private civil litigations, or other regulatory proceedings",0,1.0,
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.2,Total amount of monetary losses as a result of legal proceedings associated with marketing and communication of financial product-related information to new and returning customers,0,1.0,1.0
15.0,AIG - American International Group Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.3,Description of approach to informing customers about products and services,0,0.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-220a.1,Description of policies and practices relating to behavioral advertising and user privacy,0,0.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-220a.2,Number of users whose information is used for secondary purposes,0,1.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-220a.3,Total amount of monetary losses as a result of legal proceedings associated with user privacy,0,1.0,1.0
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-220a.4,"(1) Number of law enforcement requests for user information, (2) number of users whose information was requested, (3) percentage resulting in disclosure",0,1.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-220a.5,"List of countries where core products or services are subject to government-required monitoring, blocking, content filtering, or censoring",0,0.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of users affected",0,1.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-230a.2,"Description of approach to identifying and addressing data security risks, including use of third-party cybersecurity standards",0,0.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-130a.2,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-130a.3,Discussion of the integration of environmental considerations into strategic planning for data center needs,0,0.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,0,1.0,1.0
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-550a.1,Number of (1) performance issues and (2) service disruptions; (3) total customer downtime,0,1.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-550a.2,Description of business continuity risks related to disruptions of operations,0,0.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-330a.1,Percentage of employees that are (1) foreign nationals and (2) located offshore,0,1.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-330a.2,Employee engagement as a percentage,0,1.0,
17.0,Akamai Technologies Inc,SOFTWARE & IT SERVICES,TC-SI-330a.3,"Percentage of gender and racial/ethnic group representation for (1) management, (2) technical staff, and (3) all other employees",0,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-120a.1,"Air emissions of the following pollutants: (1) NOX (excluding N2O), (2) SOX, (3) volatile organic compounds (VOCs), and (4) hazardous air pollutants (HAPs)",1,0.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-210a.1,Discussion of engagement processes to manage risks and opportunities associated with community interests,0,0.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable, (4) total self-generated energy",1,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-410c.1,Percentage of products by revenue that contain genetically modified organisms (GMOs),0,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",1,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-150a.1,"Amount of hazardous waste generated, percentage recycled",1,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,0,0.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-540a.1,"Process Safety Incidents Count (PSIC), Process Safety Total Incident Rate (PSTIR), and Process Safety Incident Severity Rate (PSISR)",0,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-540a.2,Number of transport incidents,0,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-410a.1,Revenue from products designed for use-phase resource efficiency,1,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-410b.1,"(1) Percentage of products that contain Globally Harmonized System of Classification and Labeling of Chemicals (GHS) Category 1 and 2 Health and Environmental Hazardous Substances, (2) percentage of such products that have undergone a hazard assessment",0,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-410b.2,Discussion of strategy to (1) manage chemicals of concern and (2) develop alternatives with reduced human and/or environmental impact,0,0.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",1,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-140a.3,Description of water management risks and discussion of strategies and practices to mitigate those risks,1,0.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-320a.1,(1) Total recordable incident rate (TRIR) and (2) fatality rate for (a) direct employees and (b) contract employees,1,1.0,
21.0,Albemarle Corp,CHEMICALS,RT-CH-320a.2,"Description of efforts to assess, monitor, and reduce exposure of employees and contract workers to long-term (chronic) health risks",0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",1,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",1,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",1,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-150a.1,"Total weight of tailings waste, percentage recycled",1,,
21.0,Albemarle Corp,METALS & MINING,EM-MM-160a.1,Description of environmental management policies and practices for active sites,0,0.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-160a.2,"Percentage of mine sites where acid rock drainage is: (1) predicted to occur, (2) actively mitigated, and (3) under treatment or remediation",0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-160a.3,Percentage of (1) proved and (2) probable reserves in or near sites with protected conservation status or endangered species habitat,0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,1,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-210a.2,Percentage of (1) proved and (2) probable reserves in or near indigenous land,0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-210a.3,"Discussion of engagement processes and due diligence practices with respect to human rights, indigenous rights, and operation in areas of conflict",0,0.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-210b.1,Discussion of process to manage risks and opportunities associated with community rights and interests,0,0.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-210b.2,Number and duration of non-technical delays,0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-310a.1,"Percentage of active workforce covered under collective bargaining agreements, broken down by U.S. and foreign employees",1,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-310a.2,Number and duration of strikes and lockouts,0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-510a.1,Description of the management system for prevention of corruption and bribery throughout the value chain,1,0.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-510a.2,Production in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-540a.1,"Tailings storage facility inventory table: (1) facility name, (2) location, (3) ownership status, (4) operational status, (5) construction method, (6) maximum permitted storage capacity, (7) current amount of tailings stored, (8) consequence classification, (9) date of most recent independent technical review, (10) material findings, (11) mitigation measures, (12) site-specific EPRP",0,1.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-540a.2,Summary of tailings management systems and governance structure used to monitor and maintain the stability of tailings storage facilities,0,0.0,
21.0,Albemarle Corp,METALS & MINING,EM-MM-540a.3,Approach to development of Emergency Preparedness and Response Plans (EPRPs) for tailings storage facilities,0,0.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-510a.1,"Total amount of monetary losses as a result of legal proceedings associated with fraud, insider trading, anti-trust, anti-competitive behavior, market manipulation, malpractice, or other related financial industry laws or regulations",1,1.0,1.0
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-510a.2,Description of whistleblower policies and procedures,0,0.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of account holders affected",1,1.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-230a.2,Description of approach to identifying and addressing data security risks,0,0.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-240a.1,(1) Number and (2) amount of loans outstanding qualified to programs designed to promote small business and community development,0,1.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-240a.2,(1) Number and (2) amount of past due and nonaccrual loans qualified to programs designed to promote small business and community development,0,1.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-240a.3,Number of no-cost retail checking accounts provided to previously unbanked or underbanked customers,0,1.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-240a.4,"Number of participants in financial literacy initiatives for unbanked, underbanked, or underserved customers",0,1.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-410a.1,"Commercial and industrial credit exposure, by industry",0,1.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in credit analysis",0,0.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-550a.1,"Global Systemically Important Bank (G-SIB) score, by category",0,1.0,
27.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-550a.2,"Description of approach to incorporation of results of mandatory and voluntary stress tests into capital adequacy planning, long-term corporate strategy, and other business activities",0,0.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.1,Description of policies and practices relating to behavioral advertising and user privacy,0,0.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.2,Number of users whose information is used for secondary purposes,0,1.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.3,Total amount of monetary losses as a result of legal proceedings associated with user privacy,0,1.0,1.0
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.4,"(1) Number of law enforcement requests for user information, (2) number of users whose information was requested, (3) percentage resulting in disclosure",0,1.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.5,"List of countries where core products or services are subject to government-required monitoring, blocking, content filtering, or censoring",0,0.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of users affected",0,1.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-230a.2,"Description of approach to identifying and addressing data security risks, including use of third-party cybersecurity standards",0,0.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-130a.2,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",0,1.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-130a.3,Discussion of the integration of environmental considerations into strategic planning for data center needs,0,0.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,0,1.0,1.0
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-550a.1,Number of (1) performance issues and (2) service disruptions; (3) total customer downtime,0,1.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-550a.2,Description of business continuity risks related to disruptions of operations,0,0.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-330a.1,Percentage of employees that are (1) foreign nationals and (2) located offshore,0,1.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-330a.2,Employee engagement as a percentage,0,1.0,
27.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-330a.3,"Percentage of gender and racial/ethnic group representation for (1) management, (2) technical staff, and (3) all other employees",1,1.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-510a.1,"Total amount of monetary losses as a result of legal proceedings associated with fraud, insider trading, anti-trust, anti-competitive behavior, market manipulation, malpractice, or other related financial industry laws or regulations",1,1.0,1.0
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-510a.2,Description of whistleblower policies and procedures,0,0.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of account holders affected",1,1.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-230a.2,Description of approach to identifying and addressing data security risks,1,0.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-240a.1,(1) Number and (2) amount of loans outstanding qualified to programs designed to promote small business and community development,0,1.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-240a.2,(1) Number and (2) amount of past due and nonaccrual loans qualified to programs designed to promote small business and community development,0,1.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-240a.3,Number of no-cost retail checking accounts provided to previously unbanked or underbanked customers,0,1.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-240a.4,"Number of participants in financial literacy initiatives for unbanked, underbanked, or underserved customers",0,1.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-410a.1,"Commercial and industrial credit exposure, by industry",0,1.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in credit analysis",0,0.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-550a.1,"Global Systemically Important Bank (G-SIB) score, by category",0,1.0,
28.0,Alliance Data Systems Corp,COMMERCIAL BANKS,FN-CB-550a.2,"Description of approach to incorporation of results of mandatory and voluntary stress tests into capital adequacy planning, long-term corporate strategy, and other business activities",0,0.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.1,Description of policies and practices relating to behavioral advertising and user privacy,0,0.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.2,Number of users whose information is used for secondary purposes,0,1.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.3,Total amount of monetary losses as a result of legal proceedings associated with user privacy,0,1.0,1.0
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.4,"(1) Number of law enforcement requests for user information, (2) number of users whose information was requested, (3) percentage resulting in disclosure",0,1.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-220a.5,"List of countries where core products or services are subject to government-required monitoring, blocking, content filtering, or censoring",0,0.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-130a.2,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",0,1.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-130a.1,Discussion of the integration of environmental considerations into strategic planning for data center needs,0,1.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,0,1.0,1.0
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-130a.3,Number of (1) performance issues and (2) service disruptions; (3) total customer downtime,0,0.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-550a.2,Description of business continuity risks related to disruptions of operations,0,0.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-330a.1,Percentage of employees that are (1) foreign nationals and (2) located offshore,0,1.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-330a.2,Employee engagement as a percentage,0,1.0,
28.0,Alliance Data Systems Corp,SOFTWARE & IT SERVICES,TC-SI-330a.3,"Percentage of gender and racial/ethnic group representation for (1) management, (2) technical staff, and (3) all other employees",1,1.0,
29.0,Alliant Energy Corp,ELECTRIC UTILITIES & POWER,IF-EU-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) particulate matter (PM10), (4) lead (Pb), and (5) mercury (Hg); percentage of each in or near areas of dense population",1,1.0,
29.0,Alliant Energy Corp,ELECTRIC UTILITIES & POWER,IF-EU-150a.1,"Amount of coal combustion residuals (CCR) generated, percentage recycled",1,1.0,
29.0,Alliant Energy Corp,ELECTRIC UTILITIES & POWER,IF-EU-150a.2,"Total number of coal combustion residual (CCR) impoundments, broken down by hazard potential classification and structural integrity assessment",1,1.0,
29.0,Alliant Energy Corp,ELECTRIC UTILITIES & POWER,IF-EU-420a.1,Percentage of electric utility revenues from rate structures that (1) are decoupled and (2) contain a lost revenue adjustment mechanism (LRAM),0,1.0,
